"NUMERO_CUENTA","NOMBRE_MENU","NOMBRE_RESTAURANTE","CANTIDAD","ENTREGADO"
"1733881888","pull interest","Brainsphere",9,"1"
"9895791457","numbers visions","Brainsphere",8,"1"
"1522956191","web cold","Eidel",12,"1"
"6158499070","light when","Eidel",12,"0"
"6732390252","end boon","Eidel",8,"0"
"2718368490","badly died","Eidel",9,"1"
"6164501808","build trying","Eidel",1,"0"
"9451690674","demanded through","Eidel",6,"1"
"5799906106","good sits","Eidel",2,"0"
"6142332107","shepherd cold","Eidel",6,"0"
"2557502643","hold island","Eidel",1,"1"
"0610338659","badly smoke","Nlounge",16,"0"
"6164501808","sidekick to","Nlounge",16,"1"
"2466239709","when light","Nlounge",11,"1"
"3814199672","hold worn","Nlounge",19,"1"
"8349011371","it white","Nlounge",14,"1"
"9600801509","came where","Nlounge",1,"1"
"7648127152","cold always","Nlounge",9,"0"
"3817560616","died through","Nlounge",4,"1"
"6408258989","a ends","Nlounge",11,"0"
"8940766350","died when","Nlounge",8,"1"
"8016946524","banging many","Nlounge",19,"0"
"3101534229","hot people","Nlounge",13,"1"
"7221736911","always ghost","Nlounge",15,"1"
"2124926865","light throw","Nlounge",16,"0"
"8492045054","came this","Nlounge",5,"1"
"1164538698","on write","Nlounge",18,"1"
"6347123757","window wicket","Nlounge",3,"1"
"9212272418","end hold","Nlounge",3,"1"
"7921027322","have to","Nlounge",5,"1"
"8746357875","magnetic keys","Nlounge",3,"1"
"6156800130","badly smoke","Nlounge",19,"1"
"8732167669","sitsmovedthrow","Nlounge",19,"0"
"5885024547","pullmagneticbanging","Nlounge",18,"1"
"2054492762","hatchcrashdays","Nlounge",1,"0"
"4192996080","elsewhatgood","Nlounge",10,"0"
"40","bookstreesball","Nlounge",13,"0"
"9497441308","sillmanywe","Nlounge",19,"1"
"138","endtohave","Nlounge",5,"0"
"5896672335","untilleaderit","Nlounge",8,"1"
"6739509675","treeskeysto","Nlounge",5,"0"
"1213618573","withais","Nlounge",9,"1"
"2870703558","aregeneratedor","Nlounge",9,"1"
"4200910772","thecrashfire","Nlounge",10,"1"
"43","mywhitecaptain","Nlounge",14,"1"
"2557502643","aboutwethis","Nlounge",4,"1"
"59","haveitwrong","Nlounge",4,"0"
"2808452067","doendslots","Nlounge",16,"1"
"2991108902","thewillfind","Nlounge",12,"0"
"1807849459","ispulldays","Nlounge",1,"1"
"9034074711","elsedaysmy","Quamba",2,"0"
"7726055736","arewhogood","Quamba",15,"1"
"6322262881","alwaystowarp","Quamba",12,"1"
"8547651793","firefoundleader","Quamba",18,"0"
"198","ashouldlots","Quamba",14,"0"
"3743254191","treesareis","Quamba",18,"1"
"300","headphoneslostfind","Quamba",4,"1"
"6225565789","probablysitsdad","Nlounge",9,"1"
"8070329683","whitelotscaptain","Nlounge",13,"1"
"3369340560","sospeedcomputer","Nlounge",15,"1"
"3801124058","awholots","Nlounge",10,"1"
"6545880876","wantwritedays","Nlounge",11,"0"
"9034074711","aswethe","Nlounge",17,"0"
"3904995346","diedlistcame","Nlounge",16,"1"
"2912491851","foundtheypique","Nlounge",17,"0"
"8917409065","ghosthotwhite","Nlounge",8,"1"
"6142555533","islandilldied","Nlounge",2,"1"
"127","assertsosacrifice","Nlounge",8,"1"
"7157664039","theyonsomething","Nlounge",12,"0"
"221","constantlyaboutwill","Nlounge",8,"0"
"7533018385","endstorescue","LiveZ",18,"0"
"3935827954","endsarepique","LiveZ",19,"1"
"290","islandendship","Nlounge",6,"0"
"7480375124","tooutI","Nlounge",7,"0"
"173","Ihavelock","Nlounge",2,"0"
"8827839221","ofalwayshold","Nlounge",8,"0"
"7843272819","soalwaysfind","Nlounge",8,"0"
"2133848488","tryingdiedbanging","Nlounge",15,"1"
"82","lockmyso","Nlounge",4,"0"
"2393583598","inprobablymoved","Nlounge",17,"0"
"4479187265","textvisionsbadly","Nlounge",14,"1"
"8","hatchoflock","Nlounge",3,"0"
"2414172430","handledendingdo","Nlounge",12,"1"
"4345623697","toonwho","Nlounge",12,"1"
"8382218746","docavesautomatically","Nlounge",16,"1"
"255","automaticallyvisionsends","Nlounge",4,"1"
"9845755273","weblightisland","Nlounge",5,"0"
"4604607890","wasthisred","Nlounge",9,"0"
"259","shouldwindowthrough","Nlounge",18,"1"
"9644338411","ghostboonsmoke","Nlounge",18,"1"
"5984255584","oftelevisionends","Nlounge",15,"0"
"7172202138","shouldtelevisioncaptain","Nlounge",9,"0"
"7898245967","hidwordspull","Nlounge",10,"1"
"52","frommangenerated","Nlounge",1,"1"
"223","codewindowit's","Nlounge",15,"1"
"5065640284","illwemoved","Nlounge",7,"0"
"2371000308","windowdadghost","Nlounge",15,"1"
"9794641290","listghostmuch","Nlounge",16,"1"
"284","hadopenfrom","Nlounge",4,"1"
"6322262881","theylistcold","Nlounge",8,"0"
"5356082676","secretlyshipsacrifice","Nlounge",9,"1"
"5581306550","tolostplane","Mycat",3,"0"
"273","nowhilemagnetic","Mycat",17,"1"
"227","wrongthepull","Mycat",15,"0"
"2023749533","captainfiremuch","Mycat",3,"1"
"7552114326","constantlydadmany","Nlounge",1,"0"
"3922111108","manwillmagnetic","Nlounge",3,"0"
"2977007441","cameshepherdisland","Nlounge",15,"0"
"136","showworldhad","Nlounge",4,"0"
"5021447066","dreamslightsacrifice","Nlounge",19,"0"
"7157664039","coldinthrow","Nlounge",13,"0"
"23","alostit's","Nlounge",16,"0"
"42","Iofwho","Nlounge",17,"1"
"7733083964","hatchendingwhat","Nlounge",3,"0"
"8921196660","aswhenshould","Nlounge",16,"1"
"83","dieddemandedin","Nlounge",16,"1"
"2200558597","theylotscaptain","Nlounge",11,"1"
"8316861241","lightsillautomatically","Nlounge",9,"0"
"4886098105","shepherdroomdad","Nlounge",8,"1"
"8853368630","whilewhenwrong","Nlounge",8,"1"
"7502487152","bangingsmokeit's","Nlounge",4,"1"
"6698014634","codewindowit's","Nlounge",11,"1"
"16","movedlibrarysill","Nlounge",11,"1"
"2054075049","dobookswords","Nlounge",12,"1"
"3087626436","treeskeysto","Nlounge",5,"1"
"7999901757","openthroughthrough","Nlounge",8,"0"
"2099536839","endsvisionsof","Nlounge",4,"0"
"3348361834","it'sit'strying","Nlounge",12,"1"
"5898842917","frommuchin","Nlounge",19,"0"
"8485328696","cavespulltelevision","Nlounge",3,"1"
"9730288707","manysotext","Nlounge",19,"0"
"2441872932","shepherdgoodto","Nlounge",13,"0"
"9453686335","throughmanythey","Nlounge",17,"0"
"7480375124","enditalways","Nlounge",16,"0"
"3416162209","enterdemandedassert","Nlounge",7,"1"
"1329627449","cametreesin","Gabspot",17,"0"
"5910291767","thekeyslibrary","Nlounge",2,"1"
"7353973535","onIout","Nlounge",19,"0"
"98","inwillhatch","Nlounge",14,"0"
"3582110551","it'sfindabout","Nlounge",16,"0"
"1903620159","fromortrees","Nlounge",3,"0"
"5521421512","bookstreesball","Nlounge",18,"0"
"4756411013","asnumbersmany","Nlounge",8,"0"
"8709487165","islandorsomething","Nlounge",7,"1"
"8274537421","itcamedo","Nlounge",19,"1"
"145","somethinghavelist","Nlounge",16,"0"
"186","wordsconstantlyworn","Nlounge",10,"1"
"3687187217","tolistsits","Nlounge",8,"0"
"177","enterdemandedassert","Nlounge",10,"0"
"1070297622","constantlypullor","Nlounge",4,"1"
"131","islandthrowleader","Nlounge",16,"0"
"4599344979","lighttryingwhite","Nlounge",17,"0"
"248","incavescaptain","Nlounge",11,"0"
"1664979716","havedopull","Nlounge",13,"1"
"4469751634","endswindowhot","Nlounge",16,"1"
"54","it'swarpasked","Nlounge",11,"0"
"4397658600","hotorworld","Nlounge",9,"0"
"5909737913","illonsomething","Nlounge",17,"1"
"7172202138","onsidekickconstantly","Nlounge",16,"1"
"3819687109","areroomsomething","Nlounge",8,"0"
"7894294579","myhidheadphones","Nlounge",7,"1"
"3096433345","rescuewronghid","Nlounge",7,"0"
"3936406179","asbangingit's","Nlounge",5,"0"
"7221736911","islandwindowwhen","Nlounge",13,"1"
"9088766722","monsterinterestworn","Nlounge",17,"1"
"8623978246","buildmovedor maybe","Nlounge",1,"0"
"9410633530","hotpiquehat","Nlounge",11,"1"
"9527176614","haveshepherdprobably","Nlounge",8,"0"
"213","suspenseredtrying","Nlounge",11,"0"
"2637249944","theyhatasked","Nlounge",9,"0"
"7127432888","monsterdiedit","Nlounge",1,"1"
"195","bangingshiprescue","Nlounge",12,"1"
"140","Itreescomputer","Nlounge",14,"1"
"4756411013","textthissuspense","Nlounge",19,"1"
"4024652355","doheadphonesare","Nlounge",14,"0"
"7660648702","codelibrarylibrary","Nlounge",15,"0"
"3","whitetowhen","Nlounge",16,"1"
"43","caveselsemagnetic","Nlounge",3,"1"
"4252308128","dreamstheis","Nlounge",13,"0"
"173","alwayslibraryprobably","Nlounge",1,"0"
"0794061278","Lotlux","Bubblemix",8,"1"
"6819202295","Lotlux","Tagcat",1,"0"
"4345623697","Bitwolf","Tagcat",3,"0"
"3877353254","Temp","Skyble",10,"1"
"4604174961","Y-Solowarm","Kaymbo",8,"1"
"7750981940","Fix San","Roodel",7,"0"
"0834903029","Y-find","Eidel",8,"1"
"9186155899","Viva","Linkbuzz",1,"0"
"2759516351","Toughjoyfax","Skyba",9,"0"
"5265467546","Domainer","Innotype",5,"0"
"1664979716","It","Voonder",5,"1"
"6225565789","Asoka","Quamba",10,"0"
"8502292953","Fix San","Voonyx",8,"1"
"1871369905","Lotstring","Reallinks",9,"1"
"4393804585","Hatity","Mycat",7,"0"
"9088766722","Alphazap","Vitz",1,"1"
"3935827954","Toughjoyfax","Eayo",7,"0"
"4604174961","Matsoft","Voonyx",4,"0"
"5265467546","Zamit","Pixonyx",7,"0"
"8502292953","Bigtax","Ntag",10,"1"
"2534685989","Subin","Kimia",7,"1"
"8502292953","Overhold","Dabshots",2,"1"
"9140484738","Bytecard","Voonder",6,"0"
"4279562331","Tin","Pixonyx",6,"1"
"0198003167","Keylex","LiveZ",7,"0"
"9140484738","Stim","Quamba",8,"0"
"3809092189","Pannier","Vinder",9,"1"
"4748645931","Otcom","Cogilith",3,"1"
"3809092189","Fix San","Voonyx",9,"0"
"9140484738","Toughjoyfax","Meeveo",2,"0"
"3529639535","Cardguard","Topicstorm",3,"1"
"3207485329","Alpha","Jetwire",3,"1"
"4269709226","Hatity","Mycat",5,"1"
"4941562867","Bitwolf","Reallinks",9,"0"
"6506223043","Zontrax","Katz",1,"1"
"9140484738","Bigtax","Ntag",7,"0"
"9979624395","Rank","Jetpulse",6,"1"
"0709903777","Viva","Linkbuzz",6,"1"
"5097883301","Matsoft","Voonyx",6,"0"
"9213889964","Temp","Skyble",2,"0"
"3274612174","Tampflex","Centimia",9,"1"
"8455896812","Otcom","Snaptags",6,"0"
"0834903029","Rank","Jetpulse",1,"1"
"1828859636","Zontrax","Katz",10,"1"
"2393583598","Aerified","Snaptags",5,"1"
"8212594026","Home Ing","Kwinu",8,"1"
"5280816911","Stim","Quamba",4,"1"
"5280816911","Pannier","Voonyx",1,"0"
"0709903777","Flowdesk","Voonyx",5,"1"
"9140484738","Zontrax","Katz",1,"1"
"2778389299","Aerified","Snaptags",9,"0"
"7480375124","Redhold","Zoomlounge",1,"0"
"3869073545","Konklab","Jaxworks",1,"0"
"2349566338","Cardguard","Topicstorm",2,"1"
"4715452327","Bitwolf","Gigabox",2,"0"
"7172381847","Alpha","Topicware",3,"0"
"3869073545","Lotstring","Reallinks",7,"1"
"4394622268","Gembucket","Snaptags",8,"1"
"6553086176","Andalax","Quamba",7,"0"
"8709487165","Matsoft","Voonyx",1,"1"
"6689456181","Konklux","Innotype",4,"0"
"3935827954","Bamity","Trunyx",4,"1"
"4310735387","Zaam-Dox","Ntag",8,"1"
"4941562867","Andalax","Quamba",4,"1"
"0695002792","Zoolab","Voonyx",9,"0"
"9186155899","Ronstring","Topicstorm",7,"1"
"4748645931","Tampflex","Snaptags",10,"0"
"5007506360","Fix San","Zoomdog",8,"1"
"3152161580","Toughjoyfax","Meeveo",8,"1"
"1767190783","Sub-Ex","Realblab",4,"0"
"3348361834","Matsoft","Voonyx",7,"0"
"3877353254","Fintone","Katz",5,"1"
"1372657764","Zoolab","Linkbuzz",3,"0"
"0770102097","Sub-Ex","Realblab",6,"1"
"2921479533","Tampflex","LiveZ",3,"0"
"9979624395","Flowdesk","Kwinu",3,"0"
"7541621034","Home Ing","Topicware",8,"0"
"5117002808","Bigtax","Ntag",8,"1"
"4252308128","Cardguard","Zoomlounge",10,"1"
"4364113217","Lotlux","Bubblemix",2,"1"
"6143108629","Tres-Zap","Eayo",9,"0"
"4345623697","Flowdesk","Kwinu",8,"0"
"1128271020","Flexidy","Zoomzone",8,"0"
"9445430164","Duobam","Dabtype",1,"1"
"0794061278","Overhold","Dabshots",4,"0"
"5034079091","Bitwolf","Gigabox",2,"1"
"3010962837","Ronstring","Edgeclub",4,"1"
"7869593646","Redhold","Oyope",5,"0"
"4826812827","Y-find","LiveZ",8,"0"
"7172381847","Ronstring","Mymm",9,"1"
"2101852342","Fix San","Bubblemix",1,"0"
"9088766722","Sub-Ex","Tagchat",6,"1"
"4269709226","Overhold","Dabshots",2,"0"
"3897855543","Ronstring","Topicstorm",4,"0"
"8418177816","Flowdesk","Voonyx",6,"1"
"6852459760","Fix San","Voonyx",8,"1"
"1828859636","Vagram","Oyoyo",4,"1"
"5444946006","Ronstring","Topicstorm",7,"0"
"8525896106","wasgeneratedit","Nlounge",7,"0"
"48","wheniscode","Nlounge",3,"1"
"6236412868","theyroomending","Nlounge",19,"1"
"9966725306","wewebplane","Nlounge",10,"1"
"5797821188","islandhotlost","Nlounge",3,"0"
"244","thesosofa","Nlounge",9,"1"
"4031894177","dadconstantlyman","Nlounge",1,"1"
"19","webwicketon","Nlounge",13,"1"
"109","daysaboutsill","Nlounge",10,"1"
"74","itwantprobably","Nlounge",2,"0"
"2264906054","assertendthey","Eidel",7,"1"
"7863021261","somethingwindowdiscovered","Eidel",17,"0"
"5413164818","lockanumbers","Eidel",2,"0"
"2963680687","wedayswe","Eidel",10,"0"
"7","hotinball","Eidel",17,"0"
"3207485329","hatwarpwhite","Eidel",9,"0"
"9472537467","worldfindhatch","Eidel",6,"0"
"2111016915","ofhaveheadphones","Eidel",17,"0"
"293","sacrificediedwrong","Eidel",3,"1"
"282","wronginwant","Gabspot",18,"0"
"5491994011","televisionprobablydemanded","Gabspot",2,"0"
"5859823929","televisioncomputerelse","Gabspot",16,"0"
"5979420918","findsuspensecrash","Gabspot",8,"1"
"12","muchaskedthey","Topicshots",8,"0"
"1026910424","toaresidekick","Topicshots",10,"1"
"45","willasmonster","Topicshots",12,"0"
"1243938956","wrongtookor maybe","Topicshots",3,"1"
"7810706898","diedaskedend","Topicshots",18,"0"
"7300288309","sillit'sin","Topicshots",3,"0"
"6605868863","outwithtrees","Topicshots",17,"1"
"7502487152","speedinwicket","Topicshots",8,"0"
"301","codehadcomputer","Topicshots",18,"0"
"2649689913","codelibrarylibrary","Nlounge",13,"1"
"8921196660","dadsitsgenerated","Nlounge",12,"1"
"8492045054","oftheywaited","Nlounge",8,"1"
"7783230903","wornsuspensered","Nlounge",4,"1"
"7895783129","bookslibrarywill","Nlounge",5,"0"
"1248885055","nobuildis","Nlounge",10,"0"
"7794452554","endlotsopen","Nlounge",5,"0"
"8765631073","probablytryingwhite","Nlounge",4,"1"
"2962211911","tosuspenseshepherd","Nlounge",6,"0"
"289","hotfindcode","Nlounge",13,"0"
"3775721538","monsterendtrying","Nlounge",12,"0"
"7127432888","indointerest","Nlounge",2,"0"
"2865948158","dadpeopledo","Nlounge",12,"0"
"7027543792","planesuspensewill","Nlounge",6,"1"
"218","lostaboutto","Nlounge",6,"1"
"71","televisioninwhile","Nlounge",3,"0"
"213","planeoftelevision","Nlounge",5,"0"
"143","windowtextwhile","Nlounge",12,"1"
"5851214264","crashothersfrom","Topicstorm",4,"1"
"5521421512","constantlymovedgood","Topicstorm",1,"1"
"287","wrongmuchwhite","Topicstorm",14,"1"
"30","leaderhotit","Topicstorm",4,"1"
"3311065614","thewronguntil","Topicstorm",13,"1"
"296","rabbitwaswas","Topicstorm",7,"0"
"3187779221","ontoare","Topicstorm",5,"0"
"4008767948","theylibrarysuspense","Topicstorm",9,"0"
"145","movedwebisland","Topicstorm",12,"1"
"8491527890","booksshipwill","Tazzy",2,"0"
"7750981940","myredit","Tazzy",11,"0"
"8882357067","secretlyofso","Tazzy",11,"0"
"246","suspenseredthey","Tazzy",7,"0"
"2441872932","assertofwill","Tazzy",15,"1"
"4105732057","roomwhenlight","Tazzy",4,"0"
"5216055073","throwspeedor","Tazzy",17,"1"
"5421838665","outthrowassert","Tazzy",19,"0"
"3630854804","ontryingrescue","Nlounge",5,"1"
"79","numberssuspensecaves","Nlounge",4,"0"
"3657339451","wordsghostends","Nlounge",13,"1"
"8940766350","endswindowhot","Nlounge",3,"0"
"6519403660","boontextshow","Nlounge",2,"0"
"193","wrongpullwhite","Nlounge",5,"1"
"6773434366","wantuntilwindow","Nlounge",19,"1"
"8210174372","wewicketroom","Nlounge",3,"1"
"181","it'swaswas","Nlounge",5,"1"
"1964234196","wesmokeI","Nlounge",1,"0"
"4433196544","hatsomethingsits","Nlounge",3,"0"
"2037600784","areroomsomething","Nlounge",13,"0"
"2155635486","foundhadwe","Nlounge",13,"0"
"6213340001","itworldill","Nlounge",18,"1"
"4108415469","roomvisionshold","Nlounge",7,"0"
"4504583067","islandnumbersof","Nlounge",13,"1"
"6157718052","colddiedthey","Nlounge",2,"0"
"7660648702","peoplehaveit's","Nlounge",2,"0"
"5065640284","todemandedthey","Nlounge",17,"1"
"243","socomputershow","Nlounge",9,"1"
"4743374284","showwronglibrary","Nlounge",11,"0"
"3861989106","visionstowe","Nlounge",11,"1"
"4279562331","holdshipwrong","Nlounge",1,"1"
"9725612634","dofindthey","Nlounge",17,"0"
"3713676548","arerabbitto","Nlounge",5,"1"
"1767190783","bookswhata","Nlounge",11,"0"
"5","sacrificeonworld","Nlounge",10,"1"
"4479187265","Iautomaticallyfound","Nlounge",10,"1"
"1550044531","probablycomputerin","Nlounge",6,"1"
"2962211911","thegeneratedlots","Nlounge",13,"0"
"254","wrongoftelevision","Nlounge",19,"0"
"3809092189","magneticthrowweb","Nlounge",10,"0"
"3459125468","thisshowill","Nlounge",9,"1"
"1163207626","shepherdpiquewaited","Nlounge",19,"0"
"221","othersisto","Nlounge",7,"0"
"89","whendiscoveredautomatically","Nlounge",18,"1"
"2249828086","sidekickweblist","Nlounge",8,"0"
"1807849459","outsacrificelots","Nlounge",7,"0"
"2441872932","webprobablymany","Nlounge",8,"0"
"8344792320","buildsmokered","Nlounge",8,"0"
"6553086176","demandedgeneratedin","Nlounge",18,"0"
"9753879573","Ihavelock","Nlounge",14,"1"
"7474403183","piquehatchothers","Nlounge",8,"0"
"9061807170","foundinlock","Nlounge",17,"0"
"7510292001","tookmywill","Nlounge",1,"1"
"9402302711","ininhad","Nlounge",1,"0"
"5652975836","Isecretlyor maybe","Nlounge",14,"0"
"3656352521","televisionroomlost","Nlounge",4,"1"
"1976121738","whatmonsterhatch","Nlounge",7,"0"
"9968592448","interestshepherdof","Nlounge",19,"0"
"4518188965","havewhatof","Nlounge",5,"0"
"251","listrabbitship","Nlounge",9,"0"
"231","cameshepherdisland","Nlounge",11,"0"
"5060087352","haveendingwith","Nlounge",13,"0"
"3646940570","writeislandinterest","Nlounge",12,"0"
"2401772383","insosmoke","Nlounge",13,"0"
"1262754411","aswillI","Nlounge",1,"1"
"3152161580","hatchcolddiscovered","Nlounge",5,"1"
"5421838665","Idiedworld","Nlounge",15,"1"
"4269709226","probablyhotasked","Dabshots",10,"0"
"86","coldtelevisiondiscovered","Dabshots",6,"1"
"8962374958","asholdroom","Dabshots",3,"0"
"6236412868","cavesfirepique","Dabshots",7,"1"
"4852018567","warpcomputerwith","Dabshots",10,"1"
"64","showwillthis","Dabshots",16,"0"
"4127125232","crasharepeople","Nlounge",14,"0"
"287","assertlightuntil","Nlounge",4,"0"
"5025593604","askedconstantlyof","Nlounge",11,"1"
"8","coldlostalways","Nlounge",4,"1"
"2434765477","inonhot","Nlounge",8,"0"
"2111016915","listor maybecomputer","Nlounge",12,"1"
"2247576147","islandcodeopen","Nlounge",12,"0"
"9356586214","lotsopenof","Nlounge",6,"1"
"100","whenopenpull","Nlounge",7,"0"
"5190095289","reditto","Nlounge",2,"0"
"195","waitedtopeople","Nlounge",7,"1"
"2832418772","wornthrowwhat","Nlounge",4,"1"
"230","endredshow","Nlounge",12,"0"
"7044385133","movedbangingghost","Nlounge",8,"1"
"6605868863","crashcamecrash","Nlounge",3,"1"
"39","sidekickpullout","Nlounge",18,"0"
"4394622268","writeenterenter","Nlounge",1,"1"
"8491527890","sofacomputerlots","Nlounge",5,"1"
"9212272418","elsebangingnumbers","Eidel",12,"1"
"9579544434","hatincode","Eidel",1,"1"
"1640200183","whiteballlots","Eidel",4,"0"
"3656352521","demandeddiscoveredboon","Eidel",8,"1"
"6506223043","redroomrabbit","Eidel",7,"1"
"4067922038","dowarpsuspense","Yodo",1,"1"
"7861558297","askedhadwhite","Nlounge",17,"1"
"281","elsefinduntil","Nlounge",11,"1"
"1257954740","nohidmoved","Nlounge",8,"1"
"5918667518","alwayssolots","Nlounge",19,"0"
"2","tookrescuesacrifice","Nlounge",12,"1"
"4006748081","listwindowweb","Nlounge",16,"1"
"7480375124","untilspeedwith","Nlounge",6,"0"
"21","leaderdaysisland","Nlounge",8,"1"
"1521476880","redwillwhile","Nlounge",13,"0"
"9893415875","firekeysthe","Nlounge",6,"1"
"7895783129","camethisin","Nlounge",19,"0"
"4791469246","whensidekickI","Nlounge",5,"0"
"103","sitsnokeys","Nlounge",12,"0"
"3274612174","listlightthrough","Nlounge",4,"0"
"5739964528","textmovedcaves","Nlounge",19,"1"
"9472537467","dreamswetelevision","Nlounge",18,"1"
"4414710631","or maybeislandship","Nlounge",11,"0"
"5126322992","roomvisionshold","Nlounge",2,"1"
"48","piquetowith","Nlounge",9,"0"
"57","onwindowthis","Nlounge",6,"0"
"7479560362","bangingwillspeed","Nlounge",2,"0"
"1329627449","hatchcrashdays","Nlounge",4,"1"
"4252308128","redwillwhile","Nlounge",8,"0"
"6023142433","tryingdemandedcaves","Nlounge",13,"0"
"282","dadhandledinterest","Nlounge",4,"1"
"5828313442","wordswaitedrabbit","Nlounge",11,"1"
"207","probablytryingwhite","Nlounge",16,"1"
"7553163864","demandedmanymuch","Nlounge",4,"0"
"1558431832","suspensetowith","Nlounge",11,"0"
"6616385051","endsvisionsof","Nlounge",10,"1"
"8506291760","speedthroughending","Nlounge",1,"0"
"24","illcoldwill","Nlounge",14,"0"
"8549638986","treeslotsfire","Nlounge",3,"0"
"1871369905","piquetreeslost","Nlounge",12,"1"
"4414710631","crashinare","Nlounge",16,"0"
"8349011371","waitedautomaticallysmoke","Nlounge",8,"0"
"8951862858","shepherdthisenter","Nlounge",10,"1"
"3990785234","televisionnotelevision","Nlounge",11,"0"
"6616475837","crashsofaweb","Nlounge",1,"0"
"215","or maybevisionspull","Nlounge",12,"1"
"9034074711","boontheydad","Nlounge",11,"1"
"5126322992","ghostlistthey","Nlounge",19,"1"
"8962374958","iswindowwhen","Nlounge",17,"0"
"264","leaderlostas","Nlounge",10,"1"
"4200910772","fromshowmagnetic","Nlounge",8,"1"
"2741309808","islanduntilassert","Nlounge",14,"0"
"8702354001","whobuildhold","Nlounge",6,"1"
"9140484738","lotsisworn","Nlounge",1,"1"
"6553086176","lostnumberstext","Nlounge",18,"0"
"3071631236","magneticvisionsfind","Nlounge",4,"0"
"2655804923","openotherswhat","Nlounge",13,"1"
"3673332256","sillhadhave","Nlounge",5,"1"
"3179204578","willdieddiscovered","Nlounge",7,"1"
"1139333053","doillred","Nlounge",2,"1"
"8746357875","roomaboutshow","Nlounge",14,"1"
"8201933827","aheadphonesbadly","Nlounge",17,"0"
"99","leaderbangingwhat","Nlounge",2,"0"
"9189800537","whoislandas","Nlounge",11,"1"
"4769510067","computerpullsomething","Nlounge",18,"0"
"2349566338","willbangingso","Nlounge",17,"1"
"3275919410","dolibraryends","Nlounge",3,"1"
"2703811100","ofentertook","Nlounge",15,"1"
"170","tooutbooks","Nlounge",11,"1"
"7270716127","withroomthrow","Nlounge",15,"1"
"1383471332","hatchaswords","Nlounge",1,"1"
"71","islandmuchasked","Nlounge",17,"1"
"9579544434","askedcomputerin","Nlounge",1,"1"
"8520908305","fromwantisland","Nlounge",19,"1"
"273","rescuewhatlibrary","Nlounge",14,"1"
"5868758315","whiteasare","Nlounge",4,"1"
"9163011438","fromithid","Nlounge",11,"1"
"5797821188","dreamsIfire","Nlounge",9,"0"
"6307467498","rabbitwhiteinterest","Nlounge",18,"0"
"1139333053","arearewhat","Nlounge",15,"1"
"159","wantothersthrow","Nlounge",8,"1"
"3097088031","wordsghostends","Nlounge",4,"0"
"4424150178","islandbooksship","Nlounge",11,"1"
"8445957017","planeithat","Nlounge",6,"0"
"4252308128","whatlotscode","Nlounge",12,"0"
"3152161580","whitesoship","Nlounge",18,"0"
"4397658600","shepherdsitsroom","Nlounge",1,"1"
"5652975836","cavescodewarp","Nlounge",14,"0"
"223","somuchit","Nlounge",3,"0"
"1399138938","sotookthis","Nlounge",19,"0"
"1270495834","withlightred","Nlounge",14,"0"
"5085506373","theyor maybedad","Nlounge",14,"1"
"9128438040","boondaysno","Nlounge",11,"1"
"8712557768","lockwaswhere","Nlounge",8,"1"
"144","throughsecretlythis","Nlounge",6,"1"
"6108983668","booksworldwicket","Nlounge",11,"1"
"9479036547","suspenseopenor","Nlounge",13,"0"
"130","lotsholdmagnetic","Nlounge",18,"1"
"6506223043","codesofathey","Nlounge",3,"1"
"16","itwordsmany","Realpoint",2,"0"
"274","shouldendinghatch","Realpoint",9,"1"
"8635768260","illmandad","Realpoint",8,"1"
"298","whatrabbitwarp","Realpoint",18,"0"
"242","onrescuea","Realpoint",3,"1"
"179","thisboonlist","Realpoint",18,"0"
"7953424305","codepullcomputer","Realpoint",10,"1"
"3688456084","hotholdshow","Realpoint",4,"1"
"2696587137","hiduntildemanded","Realpoint",19,"1"
"8420356789","monsterwillin","Nlounge",1,"0"
"24","Itreescomputer","Nlounge",9,"1"
"2746440514","theywantcomputer","Nlounge",11,"1"
"3257375400","demandedinfound","Nlounge",1,"1"
"80","caveslotscame","Nlounge",11,"0"
"1453392109","tothrowtrying","Nlounge",14,"1"
"8780177860","wornghostsits","Nlounge",19,"1"
"229","thishatchto","Nlounge",15,"0"
"1841299924","probablywassacrifice","Nlounge",18,"1"
"4944794542","ghostvisionsworn","Nlounge",14,"0"
"2150603051","askedhatchare","Nlounge",12,"1"
"5640242033","ballbuildisland","Nlounge",15,"1"
"1528900245","openmanywe","Nlounge",12,"0"
"2119635120","librarycameuntil","Nlounge",13,"0"
"220","lostalwaysto","Nlounge",4,"0"
"5034079091","balllostto","Nlounge",16,"0"
"8124087735","endwhiteon","Nlounge",17,"1"
"6127818989","secretlywritewhat","Nlounge",8,"0"
"7953424305","theyweill","Nlounge",17,"1"
"7694054999","sitsonvisions","Nlounge",15,"1"
"5172780497","myendspull","Nlounge",5,"1"
"5007506360","demandedordad","Nlounge",12,"1"
"6506223043","thiscoldcode","Nlounge",14,"0"
"7367694570","arecaptainare","Nlounge",4,"1"
"211","hidconstantlygenerated","Nlounge",15,"0"
"7480375124","coldillhot","Nlounge",8,"0"
"288","itkeysdemanded","Nlounge",7,"1"
"8768914889","entershiplost","Nlounge",15,"0"
"6164501808","muchIpique","Nlounge",5,"1"
"6165841112","wickettoelse","Nlounge",3,"1"
"82","or maybepullare","Nlounge",15,"1"
"9640929320","outtreesautomatically","Nlounge",18,"1"
