"ID_BAR","ID_BEBEDOR","HORARIO","FECHA_ULTIMA_VISITA"
27,566,"diurno",19-SEP-11
23,4,"diurno",12-SEP-11
51,653,"todos",29-AUG-11
52,512,"diurno",25-SEP-11
49,878,"todos",25-AUG-11
24,769,"todos",20-SEP-11
41,851,"nocturno",29-AUG-11
19,586,"todos",22-AUG-11
50,141,"todos",14-SEP-11
3,509,"todos",02-SEP-11
33,188,"diurno",16-AUG-11
33,725,"diurno",07-SEP-11
35,397,"nocturno",27-AUG-11
32,318,"todos",08-SEP-11
51,300,"diurno",21-AUG-11
51,866,"todos",09-SEP-11
43,914,"todos",28-SEP-11
2,662,"nocturno",01-OCT-11
34,683,"todos",27-AUG-11
29,22,"diurno",02-SEP-11
42,611,"nocturno",13-SEP-11
49,474,"todos",01-SEP-11
16,490,"diurno",25-SEP-11
39,803,"diurno",21-SEP-11
46,336,"nocturno",19-SEP-11
10,223,"todos",29-AUG-11
24,417,"diurno",21-AUG-11
1,164,"diurno",15-AUG-11
35,498,"nocturno",19-SEP-11
8,452,"todos",23-SEP-11
27,192,"todos",20-SEP-11
27,861,"nocturno",25-SEP-11
50,534,"todos",30-SEP-11
16,300,"diurno",28-SEP-11
9,163,"diurno",27-AUG-11
14,149,"nocturno",01-SEP-11
30,738,"diurno",24-AUG-11
19,481,"diurno",16-AUG-11
27,476,"nocturno",16-AUG-11
51,187,"todos",01-OCT-11
39,925,"nocturno",18-AUG-11
24,247,"todos",25-AUG-11
6,363,"nocturno",16-AUG-11
22,669,"todos",16-SEP-11
27,451,"nocturno",28-SEP-11
40,821,"nocturno",29-AUG-11
23,12,"diurno",09-SEP-11
43,189,"nocturno",24-AUG-11
30,75,"todos",06-SEP-11
7,780,"diurno",29-SEP-11
8,219,"diurno",29-AUG-11
9,479,"diurno",05-SEP-11
38,851,"nocturno",30-AUG-11
34,691,"nocturno",04-SEP-11
1,82,"diurno",29-AUG-11
8,302,"todos",04-SEP-11
4,383,"todos",13-SEP-11
12,575,"diurno",03-SEP-11
27,47,"diurno",08-SEP-11
24,743,"todos",12-SEP-11
26,917,"todos",14-SEP-11
51,480,"todos",21-AUG-11
42,984,"diurno",26-AUG-11
32,766,"diurno",11-SEP-11
11,459,"nocturno",28-SEP-11
49,222,"nocturno",09-SEP-11
10,672,"diurno",14-SEP-11
32,753,"todos",05-SEP-11
20,886,"nocturno",23-AUG-11
9,950,"todos",19-AUG-11
50,867,"nocturno",29-SEP-11
23,432,"todos",04-SEP-11
13,563,"diurno",08-SEP-11
24,231,"diurno",17-AUG-11
4,341,"todos",23-SEP-11
54,998,"diurno",14-AUG-11
9,692,"nocturno",19-SEP-11
18,91,"diurno",12-SEP-11
17,366,"nocturno",02-SEP-11
2,173,"todos",03-SEP-11
40,664,"todos",08-SEP-11
34,225,"diurno",14-AUG-11
8,930,"diurno",07-SEP-11
24,69,"diurno",29-SEP-11
20,468,"nocturno",24-AUG-11
35,794,"todos",07-SEP-11
47,386,"todos",26-SEP-11
28,730,"diurno",20-SEP-11
3,148,"nocturno",30-AUG-11
23,814,"diurno",01-OCT-11
32,812,"nocturno",17-AUG-11
2,512,"nocturno",25-AUG-11
34,217,"nocturno",03-SEP-11
16,652,"diurno",27-AUG-11
10,621,"todos",21-SEP-11
32,809,"todos",20-SEP-11
43,553,"nocturno",16-SEP-11
54,115,"diurno",21-AUG-11
48,867,"nocturno",24-AUG-11
32,628,"diurno",24-SEP-11
25,266,"todos",16-AUG-11
2,633,"nocturno",29-AUG-11
53,790,"todos",06-SEP-11
14,512,"nocturno",12-SEP-11
40,33,"diurno",27-AUG-11
15,50,"diurno",06-SEP-11
1,76,"diurno",25-SEP-11
23,317,"diurno",25-AUG-11
33,410,"todos",02-SEP-11
54,501,"nocturno",05-SEP-11
55,340,"diurno",19-AUG-11
37,321,"diurno",29-SEP-11
45,619,"diurno",06-SEP-11
14,894,"nocturno",29-AUG-11
12,338,"todos",03-SEP-11
40,198,"todos",30-SEP-11
27,300,"todos",28-SEP-11
35,490,"diurno",19-AUG-11
9,396,"nocturno",01-SEP-11
12,331,"diurno",19-SEP-11
32,741,"diurno",09-SEP-11
1,75,"nocturno",23-SEP-11
31,559,"nocturno",23-AUG-11
34,968,"todos",23-SEP-11
16,972,"todos",01-OCT-11
13,741,"nocturno",13-SEP-11
18,992,"diurno",19-SEP-11
22,216,"diurno",23-SEP-11
3,975,"nocturno",09-SEP-11
50,12,"todos",29-SEP-11
55,303,"todos",29-AUG-11
41,919,"todos",21-AUG-11
15,423,"todos",22-AUG-11
25,585,"nocturno",20-SEP-11
12,145,"diurno",03-SEP-11
36,439,"todos",30-SEP-11
4,732,"diurno",15-AUG-11
46,257,"nocturno",17-AUG-11
33,31,"diurno",20-SEP-11
43,738,"diurno",21-AUG-11
30,145,"todos",04-SEP-11
7,718,"diurno",21-SEP-11
51,420,"nocturno",15-AUG-11
32,910,"todos",25-SEP-11
45,718,"todos",21-SEP-11
10,296,"todos",05-SEP-11
56,262,"todos",20-SEP-11
45,536,"diurno",18-SEP-11
39,534,"todos",02-SEP-11
12,54,"todos",15-AUG-11
8,1,"todos",20-AUG-11
44,639,"todos",16-SEP-11
3,637,"diurno",12-SEP-11
40,733,"nocturno",16-AUG-11
38,558,"nocturno",25-SEP-11
54,744,"todos",18-SEP-11
31,189,"nocturno",23-SEP-11
44,46,"diurno",01-SEP-11
54,796,"nocturno",02-SEP-11
8,524,"todos",25-AUG-11
20,345,"diurno",11-SEP-11
30,806,"todos",16-SEP-11
49,937,"diurno",24-SEP-11
4,552,"nocturno",29-AUG-11
11,362,"diurno",31-AUG-11
46,426,"todos",16-AUG-11
37,470,"nocturno",02-SEP-11
36,650,"todos",28-AUG-11
14,420,"todos",18-AUG-11
9,241,"todos",16-SEP-11
54,19,"nocturno",18-SEP-11
29,331,"nocturno",04-SEP-11
28,670,"todos",13-SEP-11
4,192,"todos",13-SEP-11
29,693,"diurno",25-AUG-11
19,841,"nocturno",16-SEP-11
48,3,"diurno",26-AUG-11
26,360,"diurno",04-SEP-11
20,304,"diurno",21-AUG-11
42,43,"nocturno",25-AUG-11
22,836,"todos",08-SEP-11
26,668,"nocturno",12-SEP-11
39,454,"diurno",02-SEP-11
33,863,"diurno",07-SEP-11
3,449,"diurno",04-SEP-11
45,343,"diurno",22-AUG-11
47,473,"todos",06-SEP-11
33,926,"nocturno",09-SEP-11
4,835,"todos",18-SEP-11
2,893,"diurno",14-AUG-11
3,425,"todos",13-SEP-11
22,740,"todos",01-SEP-11
50,362,"todos",16-AUG-11
41,587,"todos",24-SEP-11
50,785,"nocturno",09-SEP-11
13,744,"nocturno",28-SEP-11
37,387,"todos",27-AUG-11
39,180,"diurno",18-AUG-11
26,571,"nocturno",25-AUG-11
48,914,"nocturno",01-SEP-11
18,568,"diurno",30-AUG-11
6,565,"nocturno",20-AUG-11
48,593,"nocturno",14-SEP-11
47,392,"todos",29-SEP-11
10,918,"todos",13-SEP-11
36,139,"nocturno",25-AUG-11
51,39,"todos",26-SEP-11
54,339,"todos",02-SEP-11
49,768,"nocturno",30-SEP-11
54,178,"diurno",16-SEP-11
16,202,"diurno",11-SEP-11
39,689,"todos",26-AUG-11
26,597,"diurno",11-SEP-11
18,597,"todos",21-AUG-11
29,219,"diurno",21-SEP-11
26,955,"diurno",25-SEP-11
9,371,"nocturno",11-SEP-11
2,958,"nocturno",14-SEP-11
55,135,"todos",23-SEP-11
9,546,"todos",03-SEP-11
30,564,"todos",20-AUG-11
40,687,"todos",13-SEP-11
48,342,"todos",14-SEP-11
39,471,"todos",13-SEP-11
43,147,"diurno",08-SEP-11
49,382,"nocturno",19-AUG-11
42,388,"nocturno",11-SEP-11
44,50,"todos",26-SEP-11
17,724,"diurno",25-SEP-11
45,496,"diurno",03-SEP-11
14,599,"diurno",01-OCT-11
38,487,"todos",21-SEP-11
26,786,"todos",12-SEP-11
24,428,"todos",21-AUG-11
50,139,"nocturno",29-SEP-11
4,589,"diurno",05-SEP-11
54,124,"diurno",17-AUG-11
53,354,"diurno",02-SEP-11
35,548,"diurno",15-AUG-11
3,335,"nocturno",11-SEP-11
1,694,"nocturno",19-AUG-11
17,737,"diurno",20-AUG-11
45,281,"diurno",09-SEP-11
56,852,"diurno",02-SEP-11
46,288,"diurno",23-SEP-11
36,802,"diurno",12-SEP-11
8,2,"nocturno",29-SEP-11
21,931,"todos",29-AUG-11
45,442,"diurno",02-SEP-11
30,464,"diurno",02-SEP-11
29,744,"nocturno",24-AUG-11
2,376,"diurno",16-AUG-11
49,989,"nocturno",04-SEP-11
38,611,"diurno",29-AUG-11
40,85,"diurno",12-SEP-11
22,919,"nocturno",30-SEP-11
7,457,"nocturno",20-SEP-11
24,262,"nocturno",22-AUG-11
8,742,"diurno",21-SEP-11
9,91,"todos",20-SEP-11
11,761,"diurno",26-AUG-11
27,899,"todos",17-AUG-11
51,293,"diurno",11-SEP-11
43,667,"nocturno",20-SEP-11
47,406,"nocturno",09-SEP-11
40,61,"nocturno",27-AUG-11
4,330,"diurno",03-SEP-11
35,555,"nocturno",18-AUG-11
46,151,"nocturno",01-OCT-11
46,816,"todos",25-AUG-11
24,802,"diurno",01-OCT-11
15,4,"todos",22-AUG-11
28,142,"todos",09-SEP-11
43,854,"todos",29-SEP-11
9,678,"nocturno",20-AUG-11
27,23,"diurno",26-AUG-11
21,659,"nocturno",15-AUG-11
53,206,"nocturno",18-SEP-11
14,70,"diurno",25-SEP-11
46,513,"diurno",26-AUG-11
16,956,"todos",06-SEP-11
22,763,"todos",31-AUG-11
31,964,"todos",29-SEP-11
49,254,"todos",25-AUG-11
13,17,"todos",12-SEP-11
18,48,"nocturno",29-SEP-11
40,382,"todos",25-AUG-11
8,973,"nocturno",30-AUG-11
6,951,"todos",20-SEP-11
36,369,"todos",23-AUG-11
25,428,"todos",09-SEP-11
55,367,"nocturno",21-AUG-11
47,377,"nocturno",25-AUG-11
15,147,"todos",25-AUG-11
53,888,"nocturno",23-AUG-11
6,8,"nocturno",21-AUG-11
10,854,"todos",16-SEP-11
55,417,"todos",20-SEP-11
11,121,"diurno",04-SEP-11
26,390,"nocturno",24-SEP-11
30,8,"diurno",25-AUG-11
17,842,"todos",16-SEP-11
43,967,"todos",07-SEP-11
25,795,"nocturno",12-SEP-11
23,363,"diurno",05-SEP-11
36,555,"diurno",08-SEP-11
18,647,"nocturno",21-AUG-11
36,251,"todos",20-SEP-11
33,358,"todos",21-SEP-11
1,115,"todos",19-SEP-11
3,405,"diurno",24-SEP-11
32,767,"todos",06-SEP-11
55,400,"diurno",21-AUG-11
51,597,"todos",30-AUG-11
56,340,"nocturno",16-SEP-11
46,404,"todos",30-SEP-11
15,408,"nocturno",28-SEP-11
46,282,"nocturno",16-AUG-11
56,715,"diurno",26-SEP-11
15,235,"todos",18-SEP-11
14,704,"diurno",24-AUG-11
43,211,"nocturno",29-AUG-11
15,158,"todos",24-SEP-11
19,766,"nocturno",22-AUG-11
20,965,"todos",25-SEP-11
14,670,"nocturno",13-SEP-11
49,442,"nocturno",30-SEP-11
53,207,"todos",21-SEP-11
49,687,"diurno",20-AUG-11
10,392,"nocturno",30-SEP-11
1,504,"nocturno",16-SEP-11
6,473,"nocturno",21-SEP-11
49,361,"todos",21-AUG-11
27,543,"nocturno",16-SEP-11
12,517,"diurno",19-AUG-11
29,352,"diurno",26-SEP-11
7,785,"todos",20-AUG-11
21,516,"diurno",23-AUG-11
22,938,"todos",03-SEP-11
56,160,"nocturno",09-SEP-11
51,927,"nocturno",05-SEP-11
42,967,"todos",09-SEP-11
51,101,"diurno",23-SEP-11
12,439,"diurno",16-AUG-11
28,890,"diurno",16-AUG-11
32,197,"nocturno",17-AUG-11
17,719,"diurno",02-SEP-11
48,243,"diurno",14-AUG-11
42,134,"nocturno",15-AUG-11
52,149,"diurno",11-SEP-11
30,149,"diurno",02-SEP-11
1,309,"todos",04-SEP-11
41,240,"nocturno",20-AUG-11
43,887,"diurno",17-AUG-11
43,455,"nocturno",19-AUG-11
4,540,"todos",01-OCT-11
23,530,"diurno",04-SEP-11
47,593,"nocturno",26-SEP-11
16,733,"todos",01-SEP-11
41,433,"todos",01-SEP-11
21,418,"nocturno",19-AUG-11
43,175,"todos",25-SEP-11
14,917,"todos",30-AUG-11
40,884,"nocturno",30-AUG-11
16,838,"nocturno",25-SEP-11
49,210,"nocturno",14-SEP-11
14,589,"diurno",28-AUG-11
34,866,"nocturno",21-SEP-11
51,831,"todos",29-AUG-11
41,365,"todos",14-AUG-11
32,330,"nocturno",11-SEP-11
49,640,"todos",21-SEP-11
1,403,"todos",20-SEP-11
20,535,"nocturno",13-SEP-11
1,733,"nocturno",25-AUG-11
38,253,"nocturno",25-SEP-11
11,486,"diurno",16-AUG-11
51,962,"nocturno",18-AUG-11
21,8,"todos",26-AUG-11
27,965,"todos",18-AUG-11
37,604,"todos",01-OCT-11
3,21,"nocturno",03-SEP-11
49,145,"nocturno",11-SEP-11
30,728,"nocturno",20-SEP-11
39,506,"diurno",29-AUG-11
17,100,"diurno",14-SEP-11
4,676,"todos",16-SEP-11
27,9,"diurno",18-SEP-11
25,846,"diurno",13-SEP-11
26,444,"diurno",20-SEP-11
29,228,"diurno",25-AUG-11
9,245,"nocturno",19-SEP-11
43,981,"diurno",01-OCT-11
32,284,"todos",27-AUG-11
50,136,"todos",16-SEP-11
10,50,"nocturno",21-SEP-11
40,856,"diurno",25-AUG-11
23,14,"diurno",05-SEP-11
41,551,"nocturno",30-SEP-11
21,64,"nocturno",25-AUG-11
52,751,"todos",04-SEP-11
2,415,"todos",30-AUG-11
19,761,"todos",01-OCT-11
24,731,"nocturno",24-AUG-11
41,477,"todos",14-SEP-11
34,486,"diurno",17-AUG-11
1,771,"todos",14-SEP-11
6,168,"nocturno",29-AUG-11
32,410,"todos",09-SEP-11
46,387,"nocturno",25-AUG-11
45,689,"todos",01-SEP-11
29,311,"diurno",23-AUG-11
15,185,"todos",14-AUG-11
40,750,"todos",16-SEP-11
28,957,"nocturno",29-AUG-11
4,136,"diurno",09-SEP-11
54,161,"todos",31-AUG-11
56,851,"diurno",15-AUG-11
1,741,"todos",29-SEP-11
44,175,"diurno",16-AUG-11
12,894,"diurno",28-AUG-11
39,406,"nocturno",08-SEP-11
1,537,"nocturno",29-AUG-11
54,768,"diurno",16-AUG-11
32,115,"diurno",20-AUG-11
50,567,"diurno",20-AUG-11
42,341,"nocturno",21-SEP-11
6,508,"todos",19-AUG-11
18,864,"todos",16-SEP-11
41,278,"nocturno",17-AUG-11
31,117,"diurno",05-SEP-11
52,787,"diurno",01-OCT-11
42,852,"diurno",26-AUG-11
10,688,"diurno",13-SEP-11
53,122,"nocturno",25-SEP-11
23,64,"todos",17-AUG-11
20,698,"todos",16-SEP-11
31,401,"todos",02-SEP-11
56,199,"nocturno",27-AUG-11
12,233,"nocturno",29-AUG-11
27,405,"diurno",20-SEP-11
42,85,"diurno",26-AUG-11
39,588,"todos",22-AUG-11
41,547,"todos",23-AUG-11
20,914,"nocturno",16-SEP-11
9,467,"diurno",02-SEP-11
15,882,"nocturno",09-SEP-11
51,689,"nocturno",26-SEP-11
20,381,"nocturno",07-SEP-11
13,561,"todos",24-SEP-11
31,990,"nocturno",21-SEP-11
37,517,"nocturno",19-SEP-11
42,925,"diurno",22-AUG-11
23,932,"diurno",19-SEP-11
35,667,"todos",14-AUG-11
39,206,"nocturno",01-SEP-11
39,941,"diurno",29-SEP-11
19,837,"diurno",05-SEP-11
14,895,"todos",29-AUG-11
38,495,"diurno",25-AUG-11
41,614,"diurno",16-SEP-11
1,321,"nocturno",31-AUG-11
41,998,"todos",16-AUG-11
25,106,"diurno",31-AUG-11
6,315,"todos",20-SEP-11
55,436,"diurno",03-SEP-11
30,232,"nocturno",16-SEP-11
13,719,"todos",23-AUG-11
6,446,"todos",30-AUG-11
4,857,"diurno",24-AUG-11
49,673,"diurno",15-AUG-11
2,950,"todos",08-SEP-11
20,302,"diurno",18-AUG-11
1,543,"todos",24-SEP-11
16,462,"nocturno",02-SEP-11
24,398,"diurno",08-SEP-11
6,769,"todos",26-AUG-11
28,637,"diurno",01-OCT-11
40,741,"diurno",06-SEP-11
12,43,"nocturno",14-AUG-11
52,513,"todos",24-AUG-11
46,21,"todos",25-AUG-11
45,275,"todos",02-SEP-11
55,995,"nocturno",16-SEP-11
56,627,"nocturno",15-AUG-11
2,176,"diurno",01-SEP-11
23,991,"todos",16-SEP-11
36,607,"nocturno",24-AUG-11
24,81,"diurno",20-SEP-11
9,619,"nocturno",11-SEP-11
21,669,"nocturno",04-SEP-11
17,178,"nocturno",24-AUG-11
37,879,"nocturno",16-SEP-11
47,827,"diurno",27-AUG-11
12,151,"diurno",26-AUG-11
2,358,"todos",21-AUG-11
18,306,"todos",23-AUG-11
31,578,"nocturno",21-AUG-11
38,318,"diurno",16-AUG-11
1,234,"nocturno",26-SEP-11
21,243,"diurno",05-SEP-11
3,963,"todos",30-SEP-11
34,74,"nocturno",06-SEP-11
6,342,"nocturno",31-AUG-11
42,36,"nocturno",12-SEP-11
44,254,"nocturno",06-SEP-11
16,673,"diurno",29-AUG-11
37,122,"nocturno",17-AUG-11
45,396,"nocturno",29-SEP-11
46,723,"diurno",17-AUG-11
13,328,"diurno",18-SEP-11
11,615,"diurno",03-SEP-11
56,610,"nocturno",08-SEP-11
51,404,"nocturno",14-SEP-11
35,528,"nocturno",24-AUG-11
42,387,"diurno",21-SEP-11
8,93,"diurno",12-SEP-11
54,300,"diurno",21-SEP-11
23,956,"diurno",31-AUG-11
40,176,"diurno",21-AUG-11
39,792,"diurno",12-SEP-11
42,586,"nocturno",21-AUG-11
47,509,"nocturno",03-SEP-11
26,751,"nocturno",15-AUG-11
21,943,"diurno",02-SEP-11
12,275,"todos",08-SEP-11
29,899,"diurno",13-SEP-11
34,517,"todos",05-SEP-11
56,663,"nocturno",25-AUG-11
54,851,"diurno",24-AUG-11
53,378,"todos",26-AUG-11
35,313,"diurno",14-AUG-11
38,902,"todos",24-AUG-11
12,389,"todos",25-AUG-11
34,35,"todos",21-AUG-11
29,957,"nocturno",25-SEP-11
3,234,"todos",25-AUG-11
9,631,"nocturno",26-AUG-11
26,207,"diurno",12-SEP-11
42,3,"diurno",25-AUG-11
9,2,"diurno",29-AUG-11
39,551,"nocturno",14-SEP-11
7,481,"nocturno",18-SEP-11
2,216,"todos",08-SEP-11
1,304,"todos",16-AUG-11
18,881,"todos",20-AUG-11
17,796,"nocturno",16-SEP-11
35,287,"todos",02-SEP-11
52,337,"nocturno",29-SEP-11
53,113,"todos",04-SEP-11
56,143,"todos",31-AUG-11
17,247,"nocturno",15-AUG-11
49,574,"nocturno",26-SEP-11
19,475,"diurno",30-SEP-11
51,354,"todos",24-AUG-11
53,123,"todos",05-SEP-11
38,379,"nocturno",09-SEP-11
43,508,"todos",21-AUG-11
51,841,"todos",03-SEP-11
37,413,"todos",22-AUG-11
10,164,"diurno",18-AUG-11
24,83,"diurno",03-SEP-11
51,376,"diurno",07-SEP-11
17,699,"nocturno",24-SEP-11
14,314,"todos",18-SEP-11
44,431,"diurno",26-SEP-11
38,859,"todos",09-SEP-11
29,8,"diurno",07-SEP-11
46,210,"diurno",20-AUG-11
55,371,"diurno",09-SEP-11
14,870,"diurno",23-SEP-11
25,768,"diurno",18-AUG-11
15,379,"todos",29-AUG-11
9,412,"nocturno",07-SEP-11
34,1,"todos",18-SEP-11
56,93,"todos",02-SEP-11
45,913,"diurno",24-SEP-11
22,634,"todos",02-SEP-11
32,677,"nocturno",20-AUG-11
1,355,"nocturno",31-AUG-11
32,714,"diurno",17-AUG-11
8,735,"todos",25-AUG-11
17,39,"todos",18-AUG-11
49,960,"nocturno",07-SEP-11
23,934,"todos",11-SEP-11
54,508,"nocturno",18-SEP-11
23,865,"nocturno",25-AUG-11
12,79,"diurno",25-SEP-11
11,468,"todos",21-AUG-11
54,147,"todos",30-SEP-11
32,534,"nocturno",25-SEP-11
56,430,"diurno",19-SEP-11
24,966,"diurno",25-AUG-11
19,628,"todos",19-SEP-11
4,363,"diurno",07-SEP-11
7,683,"todos",23-AUG-11
53,591,"todos",05-SEP-11
30,82,"nocturno",17-AUG-11
9,930,"diurno",30-SEP-11
44,92,"nocturno",26-SEP-11
3,828,"todos",04-SEP-11
23,939,"todos",19-AUG-11
7,779,"diurno",02-SEP-11
44,468,"nocturno",15-AUG-11
48,647,"todos",28-SEP-11
47,493,"todos",08-SEP-11
18,920,"todos",18-SEP-11
41,231,"diurno",01-SEP-11
21,766,"nocturno",24-SEP-11
25,469,"diurno",01-SEP-11
55,662,"diurno",24-AUG-11
53,762,"todos",01-SEP-11
11,72,"todos",23-AUG-11
29,297,"diurno",29-AUG-11
41,945,"nocturno",09-SEP-11
25,272,"diurno",26-AUG-11
14,969,"todos",30-AUG-11
7,321,"diurno",06-SEP-11
38,849,"todos",26-AUG-11
8,908,"todos",26-AUG-11
11,331,"diurno",15-AUG-11
50,408,"todos",21-AUG-11
30,118,"todos",31-AUG-11
49,530,"nocturno",02-SEP-11
28,213,"todos",27-AUG-11
1,324,"diurno",20-AUG-11
41,497,"diurno",29-SEP-11
49,925,"nocturno",25-SEP-11
49,582,"diurno",25-AUG-11
44,984,"diurno",20-SEP-11
52,955,"todos",03-SEP-11
16,586,"todos",13-SEP-11
11,965,"diurno",20-AUG-11
55,730,"nocturno",24-SEP-11
47,658,"diurno",26-AUG-11
27,800,"diurno",17-AUG-11
44,877,"todos",29-SEP-11
14,949,"diurno",29-AUG-11
12,198,"todos",29-SEP-11
12,654,"nocturno",24-AUG-11
53,628,"nocturno",07-SEP-11
52,654,"nocturno",04-SEP-11
10,297,"nocturno",03-SEP-11
25,361,"nocturno",06-SEP-11
25,747,"todos",11-SEP-11
1,12,"diurno",08-SEP-11
45,243,"todos",19-AUG-11
15,554,"diurno",24-AUG-11
46,120,"diurno",21-AUG-11
52,391,"todos",12-SEP-11
39,866,"diurno",28-SEP-11
29,519,"diurno",29-AUG-11
54,820,"diurno",15-AUG-11
54,66,"nocturno",25-AUG-11
55,611,"todos",26-AUG-11
24,479,"diurno",11-SEP-11
19,721,"diurno",20-SEP-11
26,872,"diurno",29-AUG-11
7,801,"nocturno",21-SEP-11
33,278,"diurno",07-SEP-11
8,616,"nocturno",11-SEP-11
40,816,"todos",21-AUG-11
53,750,"todos",21-AUG-11
1,34,"diurno",26-SEP-11
1,448,"diurno",30-SEP-11
15,903,"todos",28-SEP-11
47,227,"nocturno",25-AUG-11
45,267,"nocturno",02-SEP-11
13,133,"todos",04-SEP-11
13,687,"diurno",18-AUG-11
17,768,"todos",04-SEP-11
6,2,"diurno",21-AUG-11
18,482,"nocturno",24-SEP-11
47,47,"todos",25-AUG-11
42,332,"todos",04-SEP-11
29,337,"diurno",29-SEP-11
27,719,"nocturno",11-SEP-11
45,679,"diurno",13-SEP-11
21,805,"nocturno",04-SEP-11
34,991,"nocturno",23-AUG-11
2,101,"diurno",21-SEP-11
21,822,"nocturno",11-SEP-11
38,855,"todos",19-SEP-11
17,325,"diurno",29-SEP-11
48,124,"diurno",16-SEP-11
50,696,"diurno",24-AUG-11
42,634,"todos",30-AUG-11
8,326,"nocturno",14-SEP-11
51,845,"todos",21-AUG-11
56,167,"todos",11-SEP-11
11,821,"todos",29-AUG-11
16,76,"todos",15-AUG-11
36,788,"diurno",23-AUG-11
31,133,"nocturno",04-SEP-11
8,525,"diurno",17-AUG-11
34,185,"nocturno",29-AUG-11
32,947,"nocturno",04-SEP-11
6,135,"nocturno",16-AUG-11
29,523,"todos",19-SEP-11
26,702,"todos",17-AUG-11
34,399,"nocturno",13-SEP-11
1,691,"todos",23-AUG-11
30,357,"todos",17-AUG-11
35,995,"diurno",28-SEP-11
40,998,"diurno",14-SEP-11
36,764,"diurno",30-SEP-11
36,106,"diurno",26-SEP-11
12,684,"nocturno",23-SEP-11
25,473,"diurno",18-AUG-11
23,974,"diurno",21-AUG-11
32,74,"todos",25-AUG-11
25,874,"diurno",29-SEP-11
55,336,"todos",16-SEP-11
13,740,"nocturno",03-SEP-11
7,462,"todos",03-SEP-11
54,298,"todos",29-AUG-11
25,802,"nocturno",21-AUG-11
33,518,"todos",16-SEP-11
54,908,"todos",16-SEP-11
43,878,"diurno",23-SEP-11
51,758,"diurno",02-SEP-11
39,634,"todos",26-AUG-11
55,288,"diurno",02-SEP-11
15,701,"nocturno",16-AUG-11
55,349,"diurno",13-SEP-11
22,314,"nocturno",02-SEP-11
44,889,"todos",02-SEP-11
46,262,"todos",25-AUG-11
49,649,"diurno",11-SEP-11
33,248,"todos",19-SEP-11
47,697,"todos",20-AUG-11
33,82,"nocturno",02-SEP-11
48,902,"todos",21-SEP-11
51,713,"diurno",21-AUG-11
18,28,"diurno",22-AUG-11
46,3,"todos",16-AUG-11
46,268,"nocturno",13-SEP-11
26,987,"diurno",22-AUG-11
27,264,"nocturno",28-SEP-11
53,469,"todos",27-AUG-11
46,780,"todos",16-SEP-11
30,898,"nocturno",21-SEP-11
38,665,"nocturno",26-AUG-11
43,33,"todos",13-SEP-11
30,651,"diurno",20-SEP-11
31,161,"todos",21-AUG-11
43,187,"nocturno",16-AUG-11
33,971,"nocturno",02-SEP-11
25,45,"todos",12-SEP-11
19,214,"diurno",16-SEP-11
7,131,"nocturno",22-AUG-11
45,335,"diurno",21-AUG-11
18,764,"diurno",29-AUG-11
56,184,"todos",02-SEP-11
28,393,"nocturno",20-SEP-11
48,836,"nocturno",29-AUG-11
6,425,"nocturno",25-AUG-11
37,64,"nocturno",08-SEP-11
26,578,"todos",14-SEP-11
1,11,"todos",18-AUG-11
1,968,"diurno",30-SEP-11
48,750,"nocturno",26-AUG-11
36,314,"nocturno",28-AUG-11
19,465,"diurno",03-SEP-11
2,233,"nocturno",21-AUG-11
12,980,"nocturno",25-SEP-11
14,381,"todos",18-AUG-11
50,73,"diurno",29-AUG-11
32,417,"diurno",22-AUG-11
14,453,"nocturno",27-AUG-11
4,523,"nocturno",07-SEP-11
49,820,"todos",11-SEP-11
34,895,"nocturno",19-SEP-11
9,990,"todos",17-AUG-11
1,897,"nocturno",18-AUG-11
21,940,"nocturno",30-AUG-11
47,604,"nocturno",27-AUG-11
52,244,"nocturno",02-SEP-11
47,335,"diurno",25-SEP-11
26,679,"todos",24-AUG-11
50,75,"nocturno",25-AUG-11
8,989,"todos",21-AUG-11
49,897,"diurno",04-SEP-11
2,786,"nocturno",07-SEP-11
31,80,"nocturno",17-AUG-11
22,462,"nocturno",03-SEP-11
18,202,"todos",16-AUG-11
37,115,"diurno",24-SEP-11
17,122,"diurno",21-AUG-11
11,156,"todos",29-SEP-11
29,416,"nocturno",07-SEP-11
41,376,"todos",23-AUG-11
35,138,"nocturno",01-OCT-11
40,34,"nocturno",29-AUG-11
9,475,"nocturno",29-AUG-11
28,234,"todos",19-AUG-11
56,9,"nocturno",21-AUG-11
36,774,"diurno",06-SEP-11
42,910,"nocturno",05-SEP-11
3,76,"nocturno",29-AUG-11
37,777,"nocturno",16-SEP-11
19,909,"diurno",29-AUG-11
51,100,"todos",20-AUG-11
42,866,"nocturno",11-SEP-11
34,883,"todos",16-AUG-11
14,595,"nocturno",01-SEP-11
8,496,"diurno",31-AUG-11
11,106,"nocturno",09-SEP-11
29,632,"diurno",24-SEP-11
6,979,"nocturno",06-SEP-11
45,128,"todos",26-AUG-11
19,856,"diurno",04-SEP-11
42,544,"nocturno",02-SEP-11
56,175,"nocturno",25-AUG-11
35,2,"nocturno",22-AUG-11
38,554,"nocturno",26-SEP-11
19,34,"diurno",30-SEP-11
24,477,"diurno",25-AUG-11
49,445,"diurno",19-SEP-11
27,442,"nocturno",25-SEP-11
12,664,"nocturno",16-AUG-11
